Month,Division,Campus,Service Line,Room Type,Occ Units,Available Units/Beds,OCC%
1/31/2026,Southwest Ohio,Hamilton - 439,HC,Studio;C Vw;A Loc;B Sz,2.9,3,96%
1/31/2026,Southwest Ohio,Hamilton - 439,HC,Studio;C Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Hamilton - 439,HC,Studio;C Vw;C Loc;B Sz,14.7,15,98%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Compan;A Vw;C Loc;A Sz,1.9,2,94%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Compan;B Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Compan;C Vw;C Loc;B Sz,0.5,1,45%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Studio - Double,0,0,0%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Studio;A Vw;A Loc;B Sz,2.9,3,97%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Studio;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Studio;A Vw;C Loc;B Sz,9,9,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Studio;C Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL,Studio;C Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL/MC,MC-Compan;A Vw;A Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL/MC,MC-Compan;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL/MC,MC-Compan;C Vw;B Loc;A Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL/MC,MC-Studio;A Vw;C Loc;B Sz,4.4,5,88%
1/31/2026,Southwest Ohio,Harrison - 442,AL/MC,MC-Studio;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Harrison - 442,AL/MC,MC-Studio;C Vw;C Loc;B Sz,3,3,100%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Compan;A Vw;C Loc;B Sz,4,4,100%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Compan;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Compan;C Vw;A Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Compan;C Vw;B Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Compan;C Vw;C Loc;B Sz,5.8,6,96%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Studio Dlx;A Vw;A Loc;C Sz,0.9,1,90%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Studio Dlx;C Vw;B Loc;B Sz,4,4,99%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Studio;A Vw;B Loc;B Sz,3,3,99%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Studio;A Vw;C Loc;B Sz,6.5,7,93%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Studio;B Vw;C Loc;B Sz,6.4,7,91%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Studio;C Vw;A Loc;B Sz,3.7,4,92%
1/31/2026,Southwest Ohio,Harrison - 442,HC,Studio;C Vw;C Loc;B Sz,11.4,12,95%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;A Vw;B Loc;A Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;A Vw;C Loc;A Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;A Vw;C Loc;B Sz,9,9,100%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;C Vw;A Loc;B Sz,2.8,3,95%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;C Vw;B Loc;A Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;C Vw;C Loc;A Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;C Vw;C Loc;B Sz,1.8,2,92%
1/31/2026,Southwest Ohio,Harrison - 442,SL,1BR;C Vw;C Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,SL,Studio;A Vw;C Loc;A Sz,1.9,2,95%
1/31/2026,Southwest Ohio,Harrison - 442,SL,Studio;B Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Harrison - 442,SL,Studio;C Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL,Compan;A Vw;C Loc;A Sz,2,2,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL,Compan;C Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL,Studio;A Vw;A Loc;B Sz,5,5,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL,Studio;A Vw;B Loc;B Sz,7.9,8,98%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL,Studio;C Vw;A Loc;B Sz,1.4,2,69%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL/MC,MC-Compan;A Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL/MC,MC-Compan;C Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL/MC,MC-Studio;A Vw;C Loc;B Sz,5,5,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,AL/MC,MC-Studio;C Vw;C Loc;B Sz,3.8,5,77%
1/31/2026,Southwest Ohio,Liberty Township - 441,HC,Compan;A Vw;C Loc;B Sz,3,4,75%
1/31/2026,Southwest Ohio,Liberty Township - 441,HC,Compan;C Vw;C Loc;B Sz,3.5,8,44%
1/31/2026,Southwest Ohio,Liberty Township - 441,HC,Studio Dlx;A Vw;A Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,HC,Studio;A Vw;B Loc;B Sz,3.8,4,96%
1/31/2026,Southwest Ohio,Liberty Township - 441,HC,Studio;A Vw;C Loc;B Sz,5,9,56%
1/31/2026,Southwest Ohio,Liberty Township - 441,HC,Studio;C Vw;B Loc;B Sz,6.1,7,88%
1/31/2026,Southwest Ohio,Liberty Township - 441,HC,Studio;C Vw;C Loc;B Sz,13.7,21,65%
1/31/2026,Southwest Ohio,Liberty Township - 441,SL,2 FL 1BR;A Vw;C Loc;B Sz,11,11,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,SL,2 FL 1BR;C Vw;A Loc;B Sz,3,3,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,SL,2 FL 1BR;C Vw;C Loc;B Sz,4.7,5,94%
1/31/2026,Southwest Ohio,Liberty Township - 441,SL,2 FL 1BR;C Vw;C Loc;C Sz,1,1,97%
1/31/2026,Southwest Ohio,Liberty Township - 441,SL,2 FL Studio;A Vw;C Loc;B Sz,3,3,100%
1/31/2026,Southwest Ohio,Liberty Township - 441,SL,2 FL Studio;C Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL,Compan;A Vw;C Loc;A Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL,Compan;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL,Studio ABB - Double,1,1,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL,Studio;A Vw;C Loc;B Sz,9,9,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL,Studio;C Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL,Studio;C Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL/MC,MC-Compan;A Vw;A Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL/MC,MC-Compan;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL/MC,MC-Compan;C Vw;B Loc;A Sz,0.4,1,35%
1/31/2026,Southwest Ohio,Miami Township - 440,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL/MC,MC-Studio;A Vw;C Loc;B Sz,5,5,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL/MC,MC-Studio;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,AL/MC,MC-Studio;C Vw;C Loc;B Sz,3,3,100%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Compan;A Vw;C Loc;B Sz,4,4,100%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Compan;B Vw;C Loc;B Sz,2,2,98%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Compan;C Vw;A Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Compan;C Vw;B Loc;B Sz,5.9,6,99%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Compan;C Vw;C Loc;B Sz,5.7,6,95%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Studio Dlx;A Vw;A Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Studio;A Vw;B Loc;B Sz,3,3,99%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Studio;A Vw;C Loc;B Sz,6.9,7,99%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Studio;B Vw;C Loc;B Sz,6.8,7,97%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Studio;C Vw;A Loc;B Sz,4,4,99%
1/31/2026,Southwest Ohio,Miami Township - 440,HC,Studio;C Vw;C Loc;B Sz,11.6,12,97%
1/31/2026,Southwest Ohio,Miami Township - 440,SL,1BR;A Vw;C Loc;A Sz,1,2,50%
1/31/2026,Southwest Ohio,Miami Township - 440,SL,1BR;A Vw;C Loc;B Sz,9.2,10,92%
1/31/2026,Southwest Ohio,Miami Township - 440,SL,1BR;C Vw;A Loc;B Sz,3,3,100%
1/31/2026,Southwest Ohio,Miami Township - 440,SL,1BR;C Vw;C Loc;A Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,SL,1BR;C Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,SL,1BR;C Vw;C Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Miami Township - 440,SL,Studio;A Vw;C Loc;A Sz,2,2,100%
1/31/2026,Southwest Ohio,Miami Township - 440,SL,Studio;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Richmond FP - 123,AL,Companion,3.6,4,90%
1/31/2026,Southwest Ohio,Richmond FP - 123,AL,Studio - Companion,2.4,3,78%
1/31/2026,Southwest Ohio,Richmond FP - 123,AL,Studio - Private,14.2,15,95%
1/31/2026,Southwest Ohio,Richmond FP - 123,AL/MC,MC Companion,1.8,2,89%
1/31/2026,Southwest Ohio,Richmond FP - 123,AL/MC,MC Studio,7.2,9,80%
1/31/2026,Southwest Ohio,Richmond FP - 123,HC,Companion,48.6,50,97%
1/31/2026,Southwest Ohio,Richmond FP - 123,HC,Private,6.2,8,77%
1/31/2026,Southwest Ohio,Richmond SR - 5173,AL,Studio - Private,15,15,100%
1/31/2026,Southwest Ohio,Richmond SR - 5173,HC,Private,48.5,55,88%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Compan-Cbl,Frnt V,PbArea,SqFt",1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Companion - Cbl,Crt V",1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Companion - Cbl,Frnt V",3,3,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Companion - Cbl,Frnt V,Sq Ft",0,0,0%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Companion - Cbl,Glf V,Sq Ft",2,2,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Companion - Cbl,PbArea,Crt V",1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Studio - Cbl,Crt V",2,2,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Studio - Cbl,Crt V,Sq Ft",1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Studio - Cbl,Frnt V",6,6,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Studio - Cbl,Frnt V,Pb Area",2.9,3,96%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Studio - Cbl,Frnt V,Sq Ft",1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Studio - Cbl,Glf V",3.6,4,90%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Studio - Cbl,Glf V,Pb Area",4,4,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,"Studio - Cbl,Glf V,Sq Ft",1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,AL,Studio DLX,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Companion - Cbl;Crt V,8,8,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Companion - Cbl;Frnt V,4,4,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Companion - Cbl;Pb Area;Crt V,4,4,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Deluxe - Cbl;Crt V,0.9,1,94%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Deluxe - Cbl;Frnt V,1.8,2,90%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Private - Cbl;Crt V,21.3,22,97%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Private - Cbl;Frnt V,6.9,7,99%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Private - Cbl;Frnt V;Pb Area,2.9,3,98%
1/31/2026,Southwest Ohio,Springfield WG - 2429,HC,Private - Cbl;Pb Area;Crt V,2.9,3,98%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom  701,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom  702,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom  703,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom  704,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom  705,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom  706,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 711,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 712,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 713,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 714,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 801,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 802,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 803,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 804,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 805,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,One Bedroom 806,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,Studio 707,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,Studio 708,1,1,100%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,Studio 709,0,1,0%
1/31/2026,Southwest Ohio,Springfield WG - 2429,SL,Studio 710,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Compan;A Vw;C Loc;C Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Compan;B Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Studio;A Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Studio;A Vw;C Loc;B Sz,4,4,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Studio;A Vw;C Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Studio;B Vw;A Loc;B Sz,2.8,3,95%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Studio;B Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Studio;B Vw;C Loc;B Sz,4,4,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL,Studio;B Vw;C Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL/MC,Legacy Compan;A Vw;B Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL/MC,Legacy Compan;C Vw;B Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL/MC,Legacy Studio;A Vw;A Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL/MC,Legacy Studio;A Vw;C Loc;A Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL/MC,Legacy Studio;A Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL/MC,Legacy Studio;C Vw;C Loc;A Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,AL/MC,Legacy Studio;C Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Compan;C Vw;A Loc;B Sz,4,4,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Compan;C Vw;B Loc;B Sz,1.8,2,92%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Compan;C Vw;C Loc;B Sz,9.7,10,97%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Studio Dlx;C Vw;B Loc;B Sz,0.9,1,87%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Studio;B Vw;A Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Studio;B Vw;C Loc;B Sz,1.6,2,81%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Studio;C Vw;A Loc;B Sz,2,2,98%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Studio;C Vw;B Loc;B Sz,1.5,2,76%
1/31/2026,Southwest Ohio,Union Township - 434,HC,Studio;C Vw;C Loc;B Sz,15.3,17,90%
1/31/2026,Southwest Ohio,Union Township - 434,HC/MC,MC-Compan;B Vw;C Loc;B Sz,4,4,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC/MC,MC-Compan;C Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC/MC,MC-Studio;B Vw;A Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC/MC,MC-Studio;B Vw;B Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC/MC,MC-Studio;B Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC/MC,MC-Studio;C Vw;A Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,HC/MC,MC-Studio;C Vw;B Loc;B Sz,0,0,0%
1/31/2026,Southwest Ohio,Union Township - 434,HC/MC,MC-Studio;C Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;A Vw;A Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;A Vw;B Loc;A Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;A Vw;C Loc;A Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;A Vw;C Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;A Vw;C Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;B Vw;A Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;B Vw;B Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;B Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;B Vw;C Loc;C Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;C Vw;B Loc;B Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;C Vw;C Loc;A Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,1BR;C Vw;C Loc;B Sz,1,1,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,Studio;A Vw;C Loc;C Sz,2,2,100%
1/31/2026,Southwest Ohio,Union Township - 434,SL,Studio;B Vw;C Loc;B Sz,2,2,100%
2/28/2026,Central Ohio,Greenville - 423,AL,Companion,0,0,0%
2/28/2026,Central Ohio,Greenville - 423,AL/MC,MC - Compan;A Vw;B Loc;B Sz,0,0,0%
2/28/2026,Central Ohio,Greenville - 423,AL/MC,MC - Compan;B Vw;B Loc;B Sz,0,0,0%
2/28/2026,Central Ohio,Greenville - 423,HC,Companion,0,0,0%
2/28/2026,Central Ohio,Greenville - 423,HC,Private,0,0,0%
2/28/2026,Central Ohio,Greenville - 423,HC/MC,Legacy Lane - Companion,0,0,0%
2/28/2026,Central Ohio,Greenville - 423,HC/MC,Legacy Lane - Private,0,0,0%
2/28/2026,Central Ohio,Springfield FG - 401,AL,Companion,0,0,0%
2/28/2026,Central Ohio,Springfield FG - 401,AL,Companion - Single,0,0,0%
2/28/2026,Central Ohio,Springfield FG - 401,AL,One Bedroom,0,0,0%
2/28/2026,Central Ohio,Springfield FG - 401,AL,Studio - Double,0,0,0%
2/28/2026,Central Ohio,Springfield FG - 401,AL/MC,Legacy Bldng - Companion,0,0,0%
2/28/2026,Central Ohio,Springfield FG - 401,AL/MC,Legacy Bldng - Private,0,1,0%
2/28/2026,Central Ohio,Springfield FG - 401,HC,Companion,0,0,0%
2/28/2026,Central Ohio,Springfield FG - 401,HC,Private,0,0,0%
2/28/2026,Central Ohio,Springfield FG - 401,VIL,Independent Living - Villa 1,0,0,0%
2/28/2026,Central South Indiana,Avon - 5166,AL,Companion,1,1,100%
2/28/2026,Central South Indiana,Avon - 5166,AL,One BR Apt-Double,4.7,5,94%
2/28/2026,Central South Indiana,Avon - 5166,AL,One BR Apt-Single,2,2,100%
2/28/2026,Central South Indiana,Avon - 5166,AL,Studio - Private,15.4,18,86%
2/28/2026,Central South Indiana,Avon - 5166,AL,Studio Deluxe - Double,4,4,100%
2/28/2026,Central South Indiana,Avon - 5166,AL/MC,Legacy Lane - Companion,0,1,0%
2/28/2026,Central South Indiana,Avon - 5166,AL/MC,Legacy Lane - Private,7.7,12,64%
2/28/2026,Central South Indiana,Avon - 5166,HC,Companion,19.3,22,88%
2/28/2026,Central South Indiana,Avon - 5166,HC,Private,30.6,32,96%
2/28/2026,Central South Indiana,Carmel - 5165,AL,1BR Deluxe,4,4,100%
2/28/2026,Central South Indiana,Carmel - 5165,AL,1BR;B Vw;B Loc;A Sz,5,5,100%
2/28/2026,Central South Indiana,Carmel - 5165,AL,1BR;B Vw;B Loc;C Sz,4.5,5,89%
2/28/2026,Central South Indiana,Carmel - 5165,AL,Companion,0,0,0%
2/28/2026,Central South Indiana,Carmel - 5165,AL,One BR Apt-Double,0,0,0%
2/28/2026,Central South Indiana,Carmel - 5165,AL,Studio; B Vw:B Loc; C Sz,4.8,5,96%
2/28/2026,Central South Indiana,Carmel - 5165,AL,Studio;B Vw;B Loc;A Sz,1,1,100%
2/28/2026,Central South Indiana,Carmel - 5165,AL/MC,Legacy Lane - Companion,2,2,100%
2/28/2026,Central South Indiana,Carmel - 5165,AL/MC,Legacy Lane - Private,9.5,11,86%
2/28/2026,Central South Indiana,Carmel - 5165,HC,Companion,22.4,25,90%
2/28/2026,Central South Indiana,Carmel - 5165,HC,Private,26.9,32,84%
2/28/2026,Central South Indiana,Carmel - 5165,HC,Studio Deluxe,2.8,4,69%
2/28/2026,Central South Indiana,Greenfield - 125,AL,Companion,7,7,100%
2/28/2026,Central South Indiana,Greenfield - 125,AL,One Bedroom,1,1,100%
2/28/2026,Central South Indiana,Greenfield - 125,AL,Studio - Double,8.9,9,99%
2/28/2026,Central South Indiana,Greenfield - 125,AL,Studio - Private,17,17,100%
2/28/2026,Central South Indiana,Greenfield - 125,AL/MC,Legacy Bldng - Companion,5,6,83%
2/28/2026,Central South Indiana,Greenfield - 125,AL/MC,Legacy Bldng - Private,17.9,19,94%
2/28/2026,Central South Indiana,Greenfield - 125,AL/MC,Legacy Bldng - Private Inter View,2.4,4,59%
2/28/2026,Central South Indiana,Greenfield - 125,HC,Companion,40,45,89%
2/28/2026,Central South Indiana,Greenfield - 125,HC,Private,17.6,21,84%
2/28/2026,Central South Indiana,Greenfield - 125,HC,Private Deluxe,0,0,0%
2/28/2026,Central South Indiana,Greenfield - 125,VIL,Independent Living - Villa 1,23.4,24,97%
2/28/2026,Central South Indiana,Indianapolis AP - 5160,AL,Studio - Companion,6,10,60%
2/28/2026,Central South Indiana,Indianapolis AP - 5160,AL,Studio - Private,3,6,50%
2/28/2026,Central South Indiana,Indianapolis AP - 5160,HC,Companion,25.1,28,90%
2/28/2026,Central South Indiana,Indianapolis AP - 5160,HC,Private,43.1,56,77%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,AL,One Bedroom,2,4,50%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,AL,Studio - Companion,7.5,10,75%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,AL,Studio - Companion Deluxe,1,1,100%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,AL,Studio - End of Hall,4,4,100%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,AL,Studio - Private,4.7,8,59%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,AL,Studio - Private Deluxe,3,3,100%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,AL/MC,Legacy Lane - Companion,1.7,2,86%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,AL/MC,Legacy Lane - Private,8.7,9,96%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,HC,Companion,9.8,14,70%
2/28/2026,Central South Indiana,Indianapolis CL - 5161,HC,Private,38.3,43,89%
2/28/2026,Central South Indiana,Mooresville - 5174,AL,1 Bedroom,0,0,0%
2/28/2026,Central South Indiana,Mooresville - 5174,AL,Studio - Double,0,0,0%
2/28/2026,Central South Indiana,Mooresville - 5174,AL,Studio - Private,14.9,15,99%
2/28/2026,Central South Indiana,Mooresville - 5174,HC,Companion,16.7,19,88%
2/28/2026,Central South Indiana,Mooresville - 5174,HC,Private,29.9,32,93%
2/28/2026,Central South Indiana,New Castle GO - 2153,AL,Companion,1,4,25%
2/28/2026,Central South Indiana,New Castle GO - 2153,AL,Studio - Private,15,18,83%
2/28/2026,Central South Indiana,New Castle GO - 2153,AL/MC,Legacy Lane - Companion,2,2,100%
