Month,Division,Campus,Service Line,Room Type,Occ Units,Available Units/Beds,OCC%
5/31/2026,North Ohio,Genoa - 411,AL/MC,MC-Studio;B Vw;B Loc;B Sz,2,3,67%
5/31/2026,North Ohio,Genoa - 411,HC,Companion,32,33,97%
5/31/2026,North Ohio,Genoa - 411,HC,Private,32.2,35,92%
5/31/2026,North Ohio,Kalida - 406,AL,1BR,0,1,0%
5/31/2026,North Ohio,Kalida - 406,AL,Companion,3,4,75%
5/31/2026,North Ohio,Kalida - 406,AL,Studio - Private,15,16,94%
5/31/2026,North Ohio,Kalida - 406,AL/MC,Legacy Lane - Companion,2,2,100%
5/31/2026,North Ohio,Kalida - 406,AL/MC,Legacy Lane - Private,6,8,75%
5/31/2026,North Ohio,Kalida - 406,AL/MC,Legacy Lane - Private Deluxe,1,1,100%
5/31/2026,North Ohio,Kalida - 406,HC,Companion,33,34,97%
5/31/2026,North Ohio,Kalida - 406,HC,Private,23.2,28,83%
5/31/2026,North Ohio,Leipsic - 409,AL,One BR Apt-Double,12.8,14,92%
5/31/2026,North Ohio,Leipsic - 409,AL,One BR Apt-Single,2,2,100%
5/31/2026,North Ohio,Leipsic - 409,AL,Studio - Private,8,9,89%
5/31/2026,North Ohio,Leipsic - 409,AL,Studio - Private Deluxe,7,9,78%
5/31/2026,North Ohio,Leipsic - 409,AL,Two BR Apt-Double,0,1,0%
5/31/2026,North Ohio,Leipsic - 409,HC,Companion,27,34,79%
5/31/2026,North Ohio,Leipsic - 409,HC,Private,12.8,18,71%
5/31/2026,North Ohio,Leipsic - 409,VIL,Independent Living - One BR,18,19,95%
5/31/2026,North Ohio,Leipsic - 409,VIL,Independent Living - Studio,8,9,89%
5/31/2026,North Ohio,Leipsic - 409,VIL,Independent Living - Two BR,16,17,94%
5/31/2026,North Ohio,Monclova - 2422,AL,Companion,7,7,100%
5/31/2026,North Ohio,Monclova - 2422,AL,Companion - B Location,2,2,100%
5/31/2026,North Ohio,Monclova - 2422,AL,Studio - Private,23,23,100%
5/31/2026,North Ohio,Monclova - 2422,AL,Studio - Private Deluxe,2,2,100%
5/31/2026,North Ohio,Monclova - 2422,AL/MC,Legacy Bldng - Companion,5,6,83%
5/31/2026,North Ohio,Monclova - 2422,AL/MC,Legacy Bldng - Private,21,23,91%
5/31/2026,North Ohio,Monclova - 2422,HC,AL-Studio Private,0,0,0%
5/31/2026,North Ohio,Monclova - 2422,HC,Companion,24,24,100%
5/31/2026,North Ohio,Monclova - 2422,HC,Private,28.3,32,89%
5/31/2026,North Ohio,Monclova - 2422,HC,Private Deluxe,4,4,100%
5/31/2026,North Ohio,Monclova - 2422,HC/MC,Legacy Lane - Companion,0,0,0%
5/31/2026,North Ohio,Monclova - 2422,HC/MC,Legacy Lane - Private,0,0,0%
5/31/2026,North Ohio,Monclova - 2422,VIL,1BR; A Location,12,12,100%
5/31/2026,North Ohio,Monclova - 2422,VIL,2BR; A Location,21,22,95%
5/31/2026,North Ohio,North Baltimore - 415,AL,AL Studio - Companion,1,1,100%
5/31/2026,North Ohio,North Baltimore - 415,AL,Companion,0,0,0%
5/31/2026,North Ohio,North Baltimore - 415,AL,One BR Apt-Double,1,3,33%
5/31/2026,North Ohio,North Baltimore - 415,AL,One BR Apt-Single,1,1,100%
5/31/2026,North Ohio,North Baltimore - 415,AL,Studio - Double,1,1,100%
5/31/2026,North Ohio,North Baltimore - 415,AL,Studio - Private,14,14,100%
5/31/2026,North Ohio,North Baltimore - 415,HC,Companion,19.3,24,81%
5/31/2026,North Ohio,North Baltimore - 415,HC,Private,12.7,15,84%
5/31/2026,North Ohio,North Baltimore - 415,HC/MC,Legacy Lane - Companion,10,11,91%
5/31/2026,North Ohio,North Baltimore - 415,HC/MC,Legacy Lane - Private,4,4,100%
5/31/2026,North Ohio,Ottawa MO - 430,AL,Companion,6,7,86%
5/31/2026,North Ohio,Ottawa MO - 430,AL,Studio - Private,17,18,94%
5/31/2026,North Ohio,Ottawa MO - 430,HC,Companion,25,28,89%
5/31/2026,North Ohio,Ottawa MO - 430,HC,Private,27.3,30,91%
5/31/2026,North Ohio,Ottawa MO - 430,HC,Private Deluxe,8,10,80%
5/31/2026,North Ohio,Ottawa MO - 430,HC/MC,Legacy Way - Companion,8,8,100%
5/31/2026,North Ohio,Ottawa MO - 430,HC/MC,Legacy Way - Private Deluxe,7,10,70%
5/31/2026,North Ohio,Ottawa MO - 430,VIL,Patio Home 1BR,7,14,50%
5/31/2026,North Ohio,Ottawa MO - 430,VIL,Patio Home 2BR,11,12,92%
5/31/2026,North Ohio,Ottawa MO - 430,VIL,Patio Home 2BR - C View,1,4,25%
5/31/2026,North Ohio,Sylvania - 2427,AL,Companion,6,7,86%
5/31/2026,North Ohio,Sylvania - 2427,AL,Studio - Private,21,24,88%
5/31/2026,North Ohio,Sylvania - 2427,AL,Studio - Private Deluxe,2,2,100%
5/31/2026,North Ohio,Sylvania - 2427,HC,Companion,22.3,24,93%
5/31/2026,North Ohio,Sylvania - 2427,HC,Private,37.2,38,98%
5/31/2026,North Ohio,Sylvania - 2427,VIL,Ind Liv - Vil - Wood Floors,5,9,56%
5/31/2026,North Ohio,Sylvania - 2427,VIL,Independent Living - 2BR,18,21,86%
5/31/2026,North Ohio,Sylvania - 2427,VIL,Patio Home 1BR,1,12,8%
5/31/2026,North Ohio,Sylvania - 2427,VIL,Patio Home 2BR,5,14,36%
5/31/2026,North Ohio,Tiffin - 435,AL,Compan;A Vw;C Loc;B Sz,4,4,100%
5/31/2026,North Ohio,Tiffin - 435,AL,Studio - Double;A Vw;A Loc;B Sz,8,8,100%
5/31/2026,North Ohio,Tiffin - 435,AL,Studio - Double;A Vw;C Loc;B Sz,2,2,100%
5/31/2026,North Ohio,Tiffin - 435,AL,Studio;A Vw;A Loc;B Sz,1,1,100%
5/31/2026,North Ohio,Tiffin - 435,AL,Studio;A Vw;C Loc;B Sz,4,4,100%
5/31/2026,North Ohio,Tiffin - 435,HC,AL-Studio DLX;A Vw;C Loc;B Sz,3,3,100%
5/31/2026,North Ohio,Tiffin - 435,HC,AL-Studio;A Vw;A Loc;B Sz,5,5,100%
5/31/2026,North Ohio,Tiffin - 435,HC,AL-Studio;A Vw;C Loc;B Sz,7,7,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Compan;A Vw;B Loc;B Sz,2,2,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Compan;B Vw;A Loc;B Sz,6,6,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Compan;B Vw;B Loc;B Sz,4,4,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio Dlx;A Vw;B Loc;B Sz,2,2,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio Dlx;A Vw;C Loc;B Sz,1,1,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio Dlx;B Vw;B Loc;B Sz,1,2,50%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio Dlx;B Vw;C Loc;B Sz,1,1,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio;A Vw;A Loc;B Sz,2,2,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio;A Vw;B Loc;B Sz,1,1,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio;A Vw;C Loc;B Sz,5,5,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio;B Vw;A Loc;B Sz,4,4,100%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio;B Vw;B Loc;B Sz,4.3,5,87%
5/31/2026,North Ohio,Tiffin - 435,HC,Studio;B Vw;C Loc;B Sz,13,17,76%
5/31/2026,North Ohio,Willard - 2424,AL,Companion,4,4,100%
5/31/2026,North Ohio,Willard - 2424,AL,Studio - Double,10,10,100%
5/31/2026,North Ohio,Willard - 2424,AL,Studio - Private,8,8,100%
5/31/2026,North Ohio,Willard - 2424,AL/MC,MC - Companion,2,2,100%
5/31/2026,North Ohio,Willard - 2424,AL/MC,MC - Studio,7,7,100%
5/31/2026,North Ohio,Willard - 2424,HC,Companion,35.5,38,93%
5/31/2026,North Ohio,Willard - 2424,HC,Private,29.8,31,96%
5/31/2026,North Ohio,Willard - 2424,VIL,1BR,6,6,100%
5/31/2026,North Ohio,Willard - 2424,VIL,2BR,20,20,100%
5/31/2026,Northwest Indiana,Logansport - 130,AL,Companion,4,4,100%
5/31/2026,Northwest Indiana,Logansport - 130,AL,Studio - Private,14,18,78%
5/31/2026,Northwest Indiana,Logansport - 130,HC,Companion,30,31,97%
5/31/2026,Northwest Indiana,Logansport - 130,HC,Private,22,24,92%
5/31/2026,Northwest Indiana,Logansport - 130,HC/MC,Legacy Lane - Private,12,12,100%
5/31/2026,Northwest Indiana,Merrillville - 122,AL,Companion,0,0,0%
5/31/2026,Northwest Indiana,Monticello - 140,AL,1 Bedroom,1,1,100%
5/31/2026,Northwest Indiana,Monticello - 140,AL,Companion,6,6,100%
5/31/2026,Northwest Indiana,Monticello - 140,AL,Studio - Private,23,26,88%
5/31/2026,Northwest Indiana,Monticello - 140,AL/MC,Legacy Lane - Companion,5,6,83%
5/31/2026,Northwest Indiana,Monticello - 140,AL/MC,Legacy Lane - Private,15,23,65%
5/31/2026,Northwest Indiana,Monticello - 140,HC,Companion,25,25,100%
5/31/2026,Northwest Indiana,Monticello - 140,HC,Private,30.5,35,87%
5/31/2026,Northwest Indiana,Peru - 2144,AL,L-One BR Apt Deluxe-Double,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,AL,L-One BR Apt Deluxe-Single,1,2,50%
5/31/2026,Northwest Indiana,Peru - 2144,AL,L-One BR Apt-Double,1,1,100%
5/31/2026,Northwest Indiana,Peru - 2144,AL,L-One BR Apt-Single,12,13,92%
5/31/2026,Northwest Indiana,Peru - 2144,AL,L-Two BR Apt Deluxe-Double,1,2,50%
5/31/2026,Northwest Indiana,Peru - 2144,AL,L-Two BR Apt-Double,5,6,83%
5/31/2026,Northwest Indiana,Peru - 2144,AL,One BR Apt Deluxe-Single,2,2,100%
5/31/2026,Northwest Indiana,Peru - 2144,AL,One BR Apt-Double,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,AL,One BR Apt-Single,14,14,100%
5/31/2026,Northwest Indiana,Peru - 2144,AL,Two BR Apt Deluxe-Double,2,2,100%
5/31/2026,Northwest Indiana,Peru - 2144,AL,Two BR Apt-Double,5,6,83%
5/31/2026,Northwest Indiana,Peru - 2144,HC,Companion,11,12,92%
5/31/2026,Northwest Indiana,Peru - 2144,HC,Private,22,27,81%
5/31/2026,Northwest Indiana,Peru - 2144,HC/MC,Legacy Lane - Companion,8,8,100%
5/31/2026,Northwest Indiana,Peru - 2144,HC/MC,Legacy Lane - Private,8,8,100%
5/31/2026,Northwest Indiana,Peru - 2144,SL,One BR Apt Deluxe-Single,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,SL,One BR Apt-Double,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,SL,One BR Apt-Single,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,SL,Two BR Apt Deluxe-Double,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,SL,Two BR Apt-Double,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,SL,Two BR Apt-Single,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,VIL,Independent Living - Villa 1,6,6,100%
5/31/2026,Northwest Indiana,Peru - 2144,VIL,One BR Apt Deluxe-Single,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,VIL,One BR Apt-Double,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,VIL,One BR Apt-Single,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,VIL,Two BR Apt Deluxe-Double,0,0,0%
5/31/2026,Northwest Indiana,Peru - 2144,VIL,Two BR Apt-Double,0,0,0%
5/31/2026,Northwest Indiana,South Bend - 5169,AL,Companion,0,0,0%
5/31/2026,Northwest Indiana,South Bend - 5169,AL,One BR Apt-Double,1,2,50%
5/31/2026,Northwest Indiana,South Bend - 5169,AL,One BR Apt-Single,2,3,67%
5/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio - Double,5.3,7,76%
5/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio - Private,10,12,83%
5/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio - Private Deluxe,1,2,50%
5/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio Base - Double,2,2,100%
5/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio Base - Private,2,2,100%
5/31/2026,Northwest Indiana,South Bend - 5169,AL/MC,Legacy Lane - Companion,2,2,100%
5/31/2026,Northwest Indiana,South Bend - 5169,AL/MC,Legacy Lane - Private,9,9,100%
5/31/2026,Northwest Indiana,South Bend - 5169,HC,Companion,8.7,10,87%
5/31/2026,Northwest Indiana,South Bend - 5169,HC,Private,37.7,45,84%
5/31/2026,Northwest Indiana,Wabash - 5170,AL,Companion,2,2,100%
5/31/2026,Northwest Indiana,Wabash - 5170,AL,One BR Apt-Double,8,8,100%
5/31/2026,Northwest Indiana,Wabash - 5170,AL,One BR Apt-Single,1,1,100%
5/31/2026,Northwest Indiana,Wabash - 5170,AL,Studio - Private,12,13,92%
5/31/2026,Northwest Indiana,Wabash - 5170,AL,Studio - Private - C View,3,3,100%
5/31/2026,Northwest Indiana,Wabash - 5170,AL,Studio - Private - End of Hall,3,3,100%
5/31/2026,Northwest Indiana,Wabash - 5170,AL/MC,MC-Companion,0,1,0%
5/31/2026,Northwest Indiana,Wabash - 5170,AL/MC,MC-Private,10,12,83%
5/31/2026,Northwest Indiana,Wabash - 5170,HC,Companion,22,26,85%
5/31/2026,Northwest Indiana,Wabash - 5170,HC,Private,29.2,32,91%
5/31/2026,Northwest Indiana,Warsaw - 302,AL,Compan;A Vw;C Loc;B Sz,5,5,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL,Studio;A Vw;B Loc;B Sz,2,2,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL,Studio;A Vw;C Loc;B Sz,7,7,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL,Studio;B Vw;B Loc;B Sz,2,2,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Compan;A Vw;B Loc;B Sz,1,1,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Compan;A Vw;C Loc;B Sz,1,1,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Compan;C Vw;C Loc;B Sz,1,1,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Studio;A Vw;A Loc;B Sz,2,2,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Studio;A Vw;C Loc;B Sz,6,6,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Studio;B Vw;C Loc;B Sz,1,1,100%
5/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Studio;C Vw;C Loc;B Sz,3,3,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;A Vw;B Loc;B Sz,4,4,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;A Vw;C Loc;B Sz,4,4,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;B Vw;C Loc;B Sz,1.7,2,83%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;C Vw;B Loc;B Sz,9,10,90%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;C Vw;C Loc;B Sz,8,8,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Companion,0,0,0%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Private,0,0,0%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio Dlx;C Vw;B Loc;B Sz,1,1,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio Dlx;C Vw;C Loc;B Sz,1,1,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;A Vw;A Loc;B Sz,3,3,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;A Vw;C Loc;B Sz,6,6,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;B Vw;A Loc;B Sz,1,1,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;B Vw;C Loc;B Sz,0.5,1,50%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;C Vw;A Loc;B Sz,6,6,100%
5/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;C Vw;C Loc;B Sz,10.7,13,82%
5/31/2026,South Kentucky,Bardstown - 233,AL,1BR;A Vw;A Loc;B Sz,3,3,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,1BR;A Vw;B Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,1BR;A Vw;C Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,1BR;B Vw;A Loc;B Sz,4,4,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,1BR;B Vw;B Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,1BR;B Vw;C Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,2BR;B Vw;B Loc;B Sz,0,1,0%
5/31/2026,South Kentucky,Bardstown - 233,AL,2BR;B Vw;C Loc;B Sz,0,1,0%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio - Special,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;A Vw;A Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;A Vw;B Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;A Vw;C Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;B Vw;A Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;B Vw;B Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;B Vw;C Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio;A Vw;B Loc;B Sz,3,3,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio;A Vw;C Loc;B Sz,3,3,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio;B Vw;A Loc;B Sz,7,7,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio;B Vw;B Loc;B Sz,6,6,100%
5/31/2026,South Kentucky,Bardstown - 233,AL,Studio;B Vw;C Loc;B Sz,5,5,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-2BR;A Vw;C Loc;B Sz,1,2,50%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio Special,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;A Vw;A Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;A Vw;B Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;A Vw;C Loc;B Sz,4,4,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;B Vw;A Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;B Vw;B Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;B Vw;C Loc;B Sz,3,3,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;C Vw;A Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;C Vw;B Loc;B Sz,2,3,67%
5/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;C Vw;C Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Cynthiana - 114,AL,Companion,6,6,100%
5/31/2026,South Kentucky,Cynthiana - 114,AL,Studio,26.8,27,99%
5/31/2026,South Kentucky,Cynthiana - 114,AL,Studio - Private - End of Hall,0,0,0%
5/31/2026,South Kentucky,Cynthiana - 114,HC,Companion,18,20,90%
5/31/2026,South Kentucky,Cynthiana - 114,HC,Private,21.7,22,98%
5/31/2026,South Kentucky,Cynthiana - 114,HC/MC,Legacy Lane - Companion,0,0,0%
5/31/2026,South Kentucky,Cynthiana - 114,HC/MC,Legacy Lane - Private,13,13,100%
5/31/2026,South Kentucky,Cynthiana - 114,SL,Studio - Private,0,0,0%
5/31/2026,South Kentucky,Cynthiana - 114,SL,Studio - Private - End of Hall,2,2,100%
5/31/2026,South Kentucky,Danville - 231,AL,1BR,11,13,85%
5/31/2026,South Kentucky,Danville - 231,AL,2BR,2,2,100%
5/31/2026,South Kentucky,Danville - 231,AL,Studio,23,29,79%
5/31/2026,South Kentucky,Danville - 231,AL,Studio Dlx,10,12,83%
5/31/2026,South Kentucky,Danville - 231,AL/MC,MC - 2BR,1,2,50%
5/31/2026,South Kentucky,Danville - 231,AL/MC,MC - Studio,17,21,81%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Compan;A Vw;C Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Compan;B Vw;B Loc;B Sz,0,0,0%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Compan;C Vw;B Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Compan;C Vw;C Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Companion,5,5,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio - Private,5,5,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio - Private - Special,6,6,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;A Vw;A Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;A Vw;B Loc;B Sz,3,4,75%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;A Vw;C Loc;B Sz,0,0,0%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;B Vw;B Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;C Vw;A Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Compan;A Vw;C Loc;B Sz,12,12,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Compan;C Vw;C Loc;B Sz,8,8,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Companion,0,0,0%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Private,0,0,0%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;A Vw;C Loc;B Sz,5,5,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;B Vw;A Loc;B Sz,1,1,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;B Vw;C Loc;B Sz,5.8,7,83%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;C Vw;A Loc;B Sz,6.5,7,93%
5/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;C Vw;C Loc;B Sz,4,5,80%
5/31/2026,South Kentucky,Harrodsburg - 2187,SL,Studio;A Vw;C Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,Harrodsburg - 2187,VIL,Patio Home 1 BR,4,16,25%
5/31/2026,South Kentucky,Harrodsburg - 2187,VIL,Patio Home 2BR,9.5,16,59%
5/31/2026,South Kentucky,La Grange - 177,AL,Compan;A Vw;C Loc;A Sz,1.5,2,75%
5/31/2026,South Kentucky,La Grange - 177,AL,Compan;C Vw;C Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,La Grange - 177,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
5/31/2026,South Kentucky,La Grange - 177,AL,Studio;A Vw;C Loc;B Sz,10,10,100%
5/31/2026,South Kentucky,La Grange - 177,AL,Studio;C Vw;C Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Compan;A Vw;C Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Compan;C Vw;C Loc;B Sz,0,1,0%
5/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
5/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Studio;A Vw;C Loc;B Sz,4,5,80%
5/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Studio;C Vw;C Loc;B Sz,5,5,100%
5/31/2026,South Kentucky,La Grange - 177,HC,Studio Dlx;A Vw;A Loc;C Sz,0.5,1,50%
5/31/2026,South Kentucky,La Grange - 177,HC,Studio;A Vw;B Loc;B Sz,3.5,4,88%
5/31/2026,South Kentucky,La Grange - 177,HC,Studio;A Vw;C Loc;B Sz,7.7,10,77%
5/31/2026,South Kentucky,La Grange - 177,HC,Studio;C Vw;B Loc;B Sz,7,7,100%
5/31/2026,South Kentucky,La Grange - 177,HC,Studio;C Vw;C Loc;B Sz,13.8,16,86%
5/31/2026,South Kentucky,La Grange - 177,HC/MC,MC-Compan;A Vw;C Loc;B Sz,4,4,100%
5/31/2026,South Kentucky,La Grange - 177,HC/MC,MC-Studio;A Vw;C Loc;B Sz,1,2,50%
